id,title_en,title_ja,description_en,description_ja,location,area,category_id,url,notes_ja,notes_en,duration_hours
00000000-0000-0000-0000-000000000027,etYourGuide Origami with Local,Origami with Tokyo Local,Fold 3–5 origami designs with step‑by‑step guidance and history behind shapes with local instructor.,東京在住の先生と歴史背景を学びながら折り紙。初級～中級で作品数3〜5点。英語進行。,中央区,中央区,00000000-0000-0000-0000-000000000001,https://www.getyourguide.com/tokyo-l193/origami-workshop-by-a-tokyo-local-for-all-travelers-t498004/,歴史を聞きつつ折るタイプ。カップルにも◎。,Type where you fold while learning history. Great for couples too.,2
00000000-0000-0000-0000-000000000028,okyo Food Sample Making Workshop (Yamato),大和サンプル製作所 ワークショップ,"Hands-on food sample workshop at Yamato Sample Factory: make ramen, parfait, or tart samples. Includes instructor, materials, kits to take home.",大和サンプル製作所での食品サンプル体験。ラーメンやタルト、パフェなどを制作し、キットやキーホルダーをお土産に持ち帰れます。英語予約可。,豊島区（上池袋・北池袋）,豊島区,00000000-0000-0000-0000-000000000001,https://www.yamato-sample.com/,,,2
00000000-0000-0000-0000-000000000029,ood Sample Making Cafe (Asakusa),食品サンプル製作体験カフェ（浅草）,"Make and eat! Create your own omelette rice, spaghetti, crepe, or parfait sample—and enjoy the real version too. English menu & café setting.",浅草のカフェで食品サンプル製作体験＆本物の食事が楽しめます。英語メニューあり。家族やグループに好評です。,台東区（浅草）,台東区,00000000-0000-0000-0000-000000000001,https://foodsamplecafe.com/en/,食べ比べもできるユニークな体験。雨天OK。,Unique experience where you can compare with real food. OK for rainy days.,2
00000000-0000-0000-0000-000000000030,look: 1‑Hour Tokyo Class Food Sample Making Workshop,東京食品サンプル作り体験（Klook）,"1‑hour workshop at Yamato with ramen, parfait, tart charm options. Family-friendly, English supported, includes tools.",Klook経由で1時間の食品サンプル体験。ラーメンやタルトチャームなど制作可。道具・キット付き、英語案内あり。家族参加OK。,豊島区（北池袋）,豊島区,00000000-0000-0000-0000-000000000001,https://www.klook.com/activity/103658-1-hour-join-tokyo-class-food-sample-making-workshop/,,,1
00000000-0000-0000-0000-000000000031,okémon Center Tokyo DX,ポケモンセンター東京DX,Large Pokémon-themed store with exclusive items and a café.,ポケモングッズやカフェが楽しめる大型公式ショップ。限定商品も多数。,日本橋,中央区,00000000-0000-0000-0000-000000000004,https://www.pokemon.co.jp/gp/pokecen/tokyodx/,ファミリーに大人気。東京駅からもアクセス良好。,Very popular with families. Good access from Tokyo Station.,2
00000000-0000-0000-0000-000000000032,hibli Museum,三鷹の森ジブリ美術館,A magical museum dedicated to Studio Ghibli's beloved works.,スタジオジブリの世界を体感できる美術館。予約制。,三鷹,三鷹市,00000000-0000-0000-0000-000000000004,https://www.ghibli-museum.jp/en/,子連れに◎。日本語オンリーだが雰囲気で楽しめる。,Great for families with children. Japanese only but enjoyable through atmosphere.,3
00000000-0000-0000-0000-000000000033,hibuya PARCO 6F Cyberspace,渋谷パルコ6Fサイバースペース,"Houses Nintendo Store, Pokémon Center mini, Jump Shop, Capcom Store.",任天堂・ジャンプ・カプコンなどの公式ショップが集まる複合フロア。,渋谷,渋谷区,00000000-0000-0000-0000-000000000004,https://shibuya.parco.jp/,フロア内で完結できるため小さなお子様連れにもおすすめ。,"Complete experience within the floor, recommended for families with small children.",2
00000000-0000-0000-0000-000000000034,akano Broadway,中野ブロードウェイ,"A paradise for anime, manga, and retro toy collectors.",アニメ・漫画・フィギュアの聖地。マニアも初心者も楽しめる。,中野,中野区,00000000-0000-0000-0000-000000000004,https://nakano-broadway.com/,建物はやや古め。エレベーターありだがベビーカーは不便かも。,Building is somewhat old. Elevator available but strollers may be inconvenient.,3
00000000-0000-0000-0000-000000000035,okyo Character Street,東京キャラクターストリート,"Dozens of official shops like Rilakkuma, Ghibli, Sanrio, and Shonen Jump.",サンリオ、リラックマ、ジブリなどの公式ショップが並ぶ地下街。,東京駅地下,千代田区,00000000-0000-0000-0000-000000000004,https://www.tokyostationcity.com/en/characterstreet/,雨の日や暑い日でも快適。東京駅直結で便利。,Comfortable even on rainy or hot days. Convenient direct connection to Tokyo Station.,2
00000000-0000-0000-0000-000000000036,eamLab Planets,チームラボプラネッツ,Immersive digital art experience popular among all ages.,デジタルアートの中に入り込む没入型体験。SNS映えも抜群。,豊洲,江東区,00000000-0000-0000-0000-000000000004,https://planets.teamlab.art/tokyo/,床が水に濡れるエリアあり。着替えやタオル準備が◎。,Some areas have wet floors. Bring change of clothes and towels.,3
00000000-0000-0000-0000-000000000037,akeshita Street,竹下通り,"Iconic street filled with colorful fashion, sweets, and pop culture boutiques.",原宿を象徴するカラフルで個性的なファッションとスイーツが並ぶストリート。,原宿,渋谷区,00000000-0000-0000-0000-000000000004,https://www.gotokyo.org/en/spot/23/index.html,小さな子も楽しめるが、混雑時はベビーカーはやや不便。,"Small children can enjoy it, but strollers may be inconvenient during crowded times.",2
00000000-0000-0000-0000-000000000038,kihabara SEGA Arcade,秋葉原セガアーケード,"Multi-floor arcade with anime-themed games, claw machines, and retro consoles.",アニメ・ゲームをテーマにしたクレーンゲームや音ゲーが満載の大型ゲームセンター。,秋葉原,千代田区,00000000-0000-0000-0000-000000000004,https://tempo.sega.jp/am/akihabara3/,音や光が多いため未就学児は注意。混雑もあり。,"Lots of sound and light, so be careful with preschoolers. Can be crowded.",2
00000000-0000-0000-0000-000000000039,adio Kaikan Akihabara,秋葉原ラジオ会館,"10-story building packed with anime, figures, doujinshi, and electronic goods.",アニメグッズ・フィギュアの宝庫。電子部品やレトロPCもあり秋葉原らしさ全開。,秋葉原,千代田区,00000000-0000-0000-0000-000000000004,https://www.akihabara-radiokaikan.co.jp/,中高生以上向け。ファミリーで訪れるなら軽めに立ち寄るのがおすすめ。,"Recommended for junior high and high school students. For families, a brief visit is recommended.",3
00000000-0000-0000-0000-000000000040,rint Club Mecca,プリクラメッカ（渋谷109内等）,"Japanese ""Purikura"" photo booths with customizable digital stickers and backgrounds.",デジタルシール付き写真が撮れる日本発のプリクラ。レトロブームで再人気。,渋谷・新宿など,渋谷区,00000000-0000-0000-0000-000000000004,https://109news.jp/event/20211021/201773/news_ownershibuya109/,女の子ファミリーに特に人気。プリ機の進化に驚く親も多い。,Especially popular with families with girls. Many parents are surprised by the evolution of photo booths.,1
00000000-0000-0000-0000-000000000041,araoke-kan Shibuya Main,カラオケ館 渋谷本店,Classic karaoke experience with private rooms and food service.,昔ながらの個室カラオケ。家族や友達と盛り上がれる定番スポット。,渋谷,渋谷区,00000000-0000-0000-0000-000000000004,https://karaokekan.jp/shop/detail/13.html,昼間は子連れでも利用可能。英語メニューあり。,Available for families with children during daytime. English menu available.,3
00000000-0000-0000-0000-000000000042,EDゅ TOKYO TOWER,REDゅ東京タワー,Cutting-edge esports arena with immersive experiences for games like VALORANT.,最新eスポーツ体験が可能な大型施設。VALORANTなど人気タイトルの対戦が楽しめる。,芝公園,港区,00000000-0000-0000-0000-000000000004,https://tokyotower.red-brand.jp/,日本初のeスポーツ常設体験ゾーン。要予約推奨。,Japan's first permanent esports experience zone. Reservations recommended.,2
00000000-0000-0000-0000-000000000043,okyo Joypolis,東京ジョイポリス,"Indoor theme park with VR games, motion rides, and anime collaborations.",VRやライド型アトラクション、アニメコラボなどが楽しめる屋内遊園地。,台場,港区,00000000-0000-0000-0000-000000000004,https://tokyo-joypolis.com/language/eng/,セガ運営。インバウンド客に定番人気。,Operated by SEGA. Popular with inbound tourists.,4
00000000-0000-0000-0000-000000000044,iGO Akihabara,GiGO秋葉原（旧セガ）,"Multi-story arcade with rhythm games, prize machines, and anime-themed zones.",音ゲー・プライズ・アニメ系ゲームなどを扱う多層ゲームセンター。,秋葉原,千代田区,00000000-0000-0000-0000-000000000004,https://tempo.gendagigo.jp/am/akihabara1/,英語表記は少ないが雰囲気で楽しめる。,Limited English signage but enjoyable through atmosphere.,3
00000000-0000-0000-0000-000000000045,REX Shinjuku,VREX 新宿,Virtual reality experiences with drinks and food in a trendy environment.,VR体験と飲食が融合したエンタメ空間。多国籍観光客にも人気。,新宿,新宿区,00000000-0000-0000-0000-000000000004,https://www.vrex.jp/,グループ体験向け。大人同士での利用が多い。,For group experiences. Popular among adults.,2
00000000-0000-0000-0000-000000000046,eal eSports Arena,リアルeスポーツアリーナ秋葉原,"Professional-grade esports arena for matches, streaming, and training.",実況・配信ブースなども備えた本格eスポーツ施設。,秋葉原,千代田区,00000000-0000-0000-0000-000000000004,https://realesports.jp/,要予約。日本語メインのため事前確認を推奨。,"Reservations required. Mainly in Japanese, so advance confirmation recommended.",3
00000000-0000-0000-0000-000000000047,Sports High School Tokyo,eスポーツ高等学院,Japan's first esports-focused high school with possible visitor experiences.,日本初のeスポーツ高校。見学や短期体験も可能（事前問い合わせ必要）。,池袋,豊島区,00000000-0000-0000-0000-000000000004,https://esports-hs.com/,海外メディアにも紹介され話題。学びと体験が融合。,Featured in international media. Combines learning and experience.,2
00000000-0000-0000-0000-000000000048,UMP SHOP Tokyo Dome City,ジャンプショップ 東京ドームシティ店,"Official shop for Weekly Shonen Jump series like One Piece, Jujutsu Kaisen, and My Hero Academia.",ワンピース、呪術廻戦、ヒロアカなどジャンプ作品の公式グッズショップ。,後楽園,文京区,00000000-0000-0000-0000-000000000004,https://www.jumpshop.jp/jumpshop/tokyo-dome/,東京駅地下店も人気。アニメ初心者〜オタク層まで幅広く対応。,Tokyo Station underground store also popular. Caters from anime beginners to otaku.,2
00000000-0000-0000-0000-000000000049,vangelion Store Tokyo-01,エヴァンゲリオンストア東京01,Flagship store for Evangelion with exclusive goods and exhibits.,エヴァンゲリオン公式ストア。限定グッズや展示コーナーもあり。,池袋,豊島区,00000000-0000-0000-0000-000000000004,https://www.evastore.jp/real/,海外ファン多数。アニメイト池袋本店とあわせて回るのが定番ルート。,Many international fans. Standard route includes Animate Ikebukuro main store.,2
00000000-0000-0000-0000-000000000050,HE GUNDAM BASE Tokyo,ガンダムベース東京,"Mecca for Gundam fans with model kits, exhibitions, and workshops.",ガンプラや展示が充実したガンダムの聖地。限定商品や体験型イベントもあり。,お台場,港区,00000000-0000-0000-0000-000000000004,https://www.gundam-base.net/,アジア圏ファンに特に人気。ダイバーシティ東京内で雨の日も安心。,"Especially popular with Asian fans. Inside DiverCity Tokyo, safe for rainy days.",3
00000000-0000-0000-0000-000000000051,nimate Ikebukuro Flagship,アニメイト池袋本店,"One of the largest anime goods stores in Japan, covering all genres including BL and games.",国内最大級のアニメショップ。作品数が非常に豊富で、乙女系・BL系も強い。,池袋,豊島区,00000000-0000-0000-0000-000000000004,https://www.animate.co.jp/shop/ikebukuro/,サブカル女子・男性ファン問わず人気。階段多めで混雑注意。,"Popular with both female and male subculture fans. Many stairs, beware of crowds.",3
00000000-0000-0000-0000-000000000052,IDDY LAND Harajuku,キディランド原宿店,"Iconic store for cute characters like Ghibli, Rilakkuma, Sanrio, and anime figures.",ジブリ・サンリオ・リラックマなど、可愛い系キャラ・アニメグッズの宝庫。,原宿,渋谷区,00000000-0000-0000-0000-000000000004,https://www.kiddyland.co.jp/en/stores/harajuku/,原宿観光の定番。ポケモンやちいかわ系も近年充実。,Standard Harajuku sightseeing spot. Pokemon and Chiikawa series also well-stocked recently.,2
00000000-0000-0000-0000-000000000053,okyo Station Character Street,東京駅キャラクターストリート,"Underground street filled with character shops including Ghibli, Jump, Sanrio and more.",地下に公式キャラショップが並ぶ人気スポット。アニメ・漫画・ゲーム系も多数。,東京駅地下,千代田区,00000000-0000-0000-0000-000000000004,https://www.tokyostationcity.com/en/characterstreet/,雨の日や暑い日でも快適。東京駅直結で便利。,Comfortable even on rainy or hot days. Convenient direct connection to Tokyo Station.,2
00000000-0000-0000-0000-000000000054,okyo Tower,東京タワー,Classic red-and-white tower with observation decks and seasonal events.,昭和のシンボル。展望台からの景色や期間限定イベントも楽しめる観光名所。,港区・芝公園,港区,00000000-0000-0000-0000-000000000012,https://www.tokyotower.co.jp/en.html,増上寺とのセット観光が◎。夜景も人気。,Great for combined sightseeing with Zojoji Temple. Popular for night views.,3
00000000-0000-0000-0000-000000000055,okyo Skytree,東京スカイツリー,"Tallest structure in Japan with panoramic views, shopping, aquarium, and planetarium.",日本一高い建造物。展望台だけでなく商業施設・水族館・プラネタリウムも併設。,墨田区,墨田区,00000000-0000-0000-0000-000000000012,https://www.tokyo-skytree.jp/en/,浅草からのアクセスも◎、複合型観光スポット。,"Great access from Asakusa, comprehensive tourist destination.",4
00000000-0000-0000-0000-000000000056,hibuya Sky,渋谷スカイ,Open-air rooftop observatory with 360° views of Tokyo and Mt. Fuji on clear days.,渋谷の屋上から東京全体を見渡せる絶景スポット。富士山が見えることも。,渋谷区,渋谷区,00000000-0000-0000-0000-000000000012,https://www.shibuya-scramble-square.com/sky/,若者にも人気。夕方〜夜景時間帯が特におすすめ。,Popular with young people. Especially recommended in the evening for night views.,2
00000000-0000-0000-0000-000000000057,okyo Metropolitan Govt. Building,東京都庁展望室,Free observatory deck on the 45th floor. Good alternative for budget-conscious travelers.,無料で入れる都庁展望室。東京全体を一望でき、富士山も見えることがある。,新宿区,新宿区,00000000-0000-0000-0000-000000000012,https://www.metro.tokyo.lg.jp/english/guide/observat.html,コスパ最高の展望台。混雑時は時間調整が必要。,Best value observatory. Time adjustment needed during crowded periods.,2
00000000-0000-0000-0000-000000000058,oppongi Hills Sky Deck,六本木ヒルズ スカイデッキ,Rooftop heliport deck with open-air views. Near art museums and luxury shopping.,屋上ヘリポートを開放した展望デッキ。森美術館や高級ショップとも連携。,港区・六本木,港区,00000000-0000-0000-0000-000000000012,https://www.mori.art.museum/en/skydeck/,美術館＋展望＋グルメの三拍子が揃う,"Perfect combination of museum, observatory, and gourmet dining.",2
00000000-0000-0000-0000-000000000059,oranomon Hills Station Tower Top,虎ノ門ヒルズ ステーションタワー TOP,"Newly opened in 2023, this observatory offers views from one of Tokyo's tallest new buildings.",2023年開業の新展望フロア。東京中心部の再開発エリアで話題のランドマーク。,港区・虎ノ門,港区,00000000-0000-0000-0000-000000000012,https://www.toranomonhills.com/,飲食やアートとの組合せも面白い,Interesting combination with dining and art.,2
00000000-0000-0000-0000-000000000060,ebisu Garden Place Sky Lounge,恵比寿ガーデンプレイス スカイラウンジ,"A quiet, classy observatory with city views, located in a premium dining and shopping complex.",落ち着いた雰囲気の展望ラウンジ。レストランやデート利用に人気。,渋谷区・恵比寿,渋谷区,00000000-0000-0000-0000-000000000012,https://gardenplace.jp/en/,ディナー前後や雨の日の休憩にも◎,Great for before/after dinner or rainy day breaks.,2
00000000-0000-0000-0000-000000000061,unkyo Civic Center,文京シビックセンター展望ラウンジ,Free observation lounge with Mt. Fuji views on clear days.,富士山や新宿方面の絶景が無料で楽しめる穴場スポット。,文京区,文京区,00000000-0000-0000-0000-000000000012,https://www.city.bunkyo.lg.jp/shisetsu/civiccenter.html,無料なのに眺望が良く、空いているのも魅力。,Free with great views and not crowded - that's the appeal.,2
00000000-0000-0000-0000-000000000062,aretta Shiodome Sky View,カレッタ汐留スカイビュー,Free sky view from office building with seasonal light shows.,高層階からの夜景＋冬季イルミネーションも有名。,汐留,港区,00000000-0000-0000-0000-000000000012,https://www.caretta.jp/,平日日中はビジネスマン多め。飲食店と組み合わせも◎。,Many business people during weekday daytime. Great combined with restaurants.,2
